"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 41","Bulkcarrier",02/11/16 01:00 PM,4,187,28.6,37000,3.28,12.2,329,0.16,1.19,21,291,0.21,0.67,0.37
"Ship 41","Bulkcarrier",02/11/16 02:00 PM,4,187,28.6,37000,2.95,10.9,329,0.16,2.04,21,268,0.23,0.7,0.38
"Ship 41","Bulkcarrier",02/11/16 03:00 PM,4,187,28.6,37000,2.82,12.1,324,0.16,2.93,20,276,0.25,0.7,0.42
"Ship 41","Bulkcarrier",02/11/16 04:00 PM,4,187,28.6,37000,2.68,11.7,319,0.18,3.65,29,256,0.19,0.51,0.32
"Ship 41","Bulkcarrier",02/11/16 05:00 PM,4,187,28.6,37000,2.58,10.1,321,0.18,4.03,32,255,0.23,0.65,0.39
"Ship 41","Bulkcarrier",02/11/16 06:00 PM,4,187,28.6,37000,2.46,11.3,316,0.14,3.97,31,252,0.23,0.55,0.38
"Ship 41","Bulkcarrier",02/11/16 07:00 PM,4,187,28.6,37000,2.43,11.1,313,0.16,3.48,24,248,0.31,0.99,0.56
"Ship 41","Bulkcarrier",02/11/16 08:00 PM,4,187,28.6,37000,2.61,12,314,0.17,2.68,44,231,0.3,0.78,0.45
"Ship 41","Bulkcarrier",02/11/16 09:00 PM,4,187,28.6,37000,3.03,12.1,316,0.14,1.78,45,232,0.29,0.64,0.47
"Ship 41","Bulkcarrier",02/11/16 10:00 PM,4,187,28.6,37000,2.55,11,317,0.15,1.02,31,253,0.2,0.49,0.36
"Ship 41","Bulkcarrier",02/11/16 11:00 PM,4,187,28.6,37000,2.77,11,314,0.14,0.63,32,259,0.24,0.59,0.4
"Ship 41","Bulkcarrier",02/12/16 12:00 AM,4,187,28.6,37000,2.76,10.9,309,0.15,0.69,31,268,0.2,0.5,0.36
"Ship 41","Bulkcarrier",02/12/16 01:00 AM,4,187,28.6,37000,2.58,10.9,305,0.13,1.19,36,267,0.3,0.75,0.52
"Ship 41","Bulkcarrier",02/12/16 02:00 AM,4,187,28.6,37000,2.59,10.3,305,0.15,2,35,264,0.2,0.61,0.36
"Ship 41","Bulkcarrier",02/12/16 03:00 AM,4,187,28.6,37000,2.56,9.7,309,0.13,2.92,40,269,0.37,0.68,0.51
"Ship 41","Bulkcarrier",02/12/16 04:00 AM,4,187,28.6,37000,2.82,10.1,307,0.13,3.75,40,272,0.25,0.62,0.4
"Ship 41","Bulkcarrier",02/12/16 05:00 AM,4,187,28.6,37000,3.04,10,305,0.15,4.26,39,271,0.18,0.45,0.31
"Ship 41","Bulkcarrier",02/12/16 06:00 AM,4,187,28.6,37000,2.83,9.4,309,0.17,4.35,37,270,0.32,0.85,0.5
"Ship 41","Bulkcarrier",02/12/16 07:00 AM,4,187,28.6,37000,2.96,8.8,307,0.16,4,32,269,0.22,0.51,0.37
"Ship 41","Bulkcarrier",02/12/16 08:00 AM,4,187,28.6,37000,2.84,9.6,311,0.15,3.28,26,268,0.35,0.83,0.58
"Ship 41","Bulkcarrier",02/12/16 09:00 AM,4,187,28.6,37000,2.92,9.1,309,0.13,2.34,27,269,0.42,0.99,0.62
"Ship 41","Bulkcarrier",02/12/16 10:00 AM,4,187,28.6,37000,3.02,9.8,308,0.13,1.43,31,270,0.35,1.04,0.63
"Ship 41","Bulkcarrier",02/12/16 11:00 AM,4,187,28.6,37000,2.82,10,305,0.14,0.81,35,273,0.33,0.62,0.47
"Ship 41","Bulkcarrier",02/12/16 12:00 PM,4,187,28.6,37000,2.66,9.3,307,0.13,0.63,33,273,0.3,0.81,0.59
"Ship 41","Bulkcarrier",02/12/16 01:00 PM,4,187,28.6,37000,2.71,9.3,313,0.14,0.91,36,273,0.25,0.54,0.39
"Ship 41","Bulkcarrier",02/12/16 02:00 PM,4,187,28.6,37000,2.71,8.9,310,0.16,1.54,36,272,0.34,0.76,0.5
"Ship 41","Bulkcarrier",02/12/16 03:00 PM,4,187,28.6,37000,2.67,9.3,309,0.13,2.36,34,271,0.21,0.81,0.38
"Ship 41","Bulkcarrier",02/12/16 04:00 PM,4,187,28.6,37000,2.62,8.8,305,0.18,3.16,34,271,0.29,0.9,0.5
"Ship 41","Bulkcarrier",02/12/16 05:00 PM,4,187,28.6,37000,2.69,10.2,306,0.17,3.76,33,267,0.45,0.94,0.62
"Ship 41","Bulkcarrier",02/12/16 06:00 PM,4,187,28.6,37000,2.51,9.1,305,0.17,4.01,30,258,0.34,0.96,0.67
"Ship 41","Bulkcarrier",02/12/16 07:00 PM,4,187,28.6,37000,2.88,9.3,309,0.21,3.85,36,261,0.27,0.61,0.45
"Ship 41","Bulkcarrier",02/12/16 08:00 PM,4,187,28.6,37000,2.8,9,307,0.18,3.32,36,266,0.51,0.9,0.73
"Ship 41","Bulkcarrier",02/12/16 09:00 PM,4,187,28.6,37000,2.91,9.2,310,0.16,2.55,36,261,0.24,0.54,0.41
"Ship 41","Bulkcarrier",02/12/16 10:00 PM,4,187,28.6,37000,2.91,9.1,307,0.17,1.73,36,263,0.66,1.14,0.95
"Ship 41","Bulkcarrier",02/12/16 11:00 PM,4,187,28.6,37000,3.16,9,310,0.17,1.09,40,268,0.47,1.09,0.69
"Ship 41","Bulkcarrier",02/13/16 12:00 AM,4,187,28.6,37000,3.02,9.7,315,0.17,0.8,40,268,0.33,0.78,0.54
"Ship 41","Bulkcarrier",02/13/16 01:00 AM,4,187,28.6,37000,2.96,9.4,307,0.17,0.94,42,271,0.38,1.22,0.66
"Ship 41","Bulkcarrier",02/13/16 02:00 AM,4,187,28.6,37000,3.02,9.7,309,0.21,1.45,43,272,0.19,0.57,0.34
"Ship 41","Bulkcarrier",02/13/16 03:00 AM,4,187,28.6,37000,3.02,9.7,307,0.2,2.21,37,268,0.19,0.49,0.31
"Ship 41","Bulkcarrier",02/13/16 04:00 AM,4,187,28.6,37000,3.26,10.1,310,0.22,3.04,38,267,0.32,0.68,0.53
"Ship 41","Bulkcarrier",02/13/16 05:00 AM,4,187,28.6,37000,3.23,9.8,312,0.24,3.73,35,264,0.26,0.84,0.45
"Ship 41","Bulkcarrier",02/13/16 06:00 AM,4,187,28.6,37000,3.44,9.5,309,0.2,4.12,33,264,0.34,0.87,0.56
"Ship 41","Bulkcarrier",02/13/16 07:00 AM,4,187,28.6,37000,3.73,9.5,308,0.23,4.11,33,262,0.34,0.75,0.54
"Ship 41","Bulkcarrier",02/13/16 08:00 AM,4,187,28.6,37000,3.71,11.6,312,0.24,3.72,29,251,0.42,1.02,0.71
"Ship 41","Bulkcarrier",02/13/16 09:00 AM,4,187,28.6,37000,3.6,11.1,311,0.24,3.02,28,244,0.63,1.38,1.01
"Ship 41","Bulkcarrier",02/13/16 10:00 AM,4,187,28.6,37000,3.86,10.2,314,0.23,2.17,24,256,0.86,1.9,1.27
"Ship 41","Bulkcarrier",02/13/16 11:00 AM,4,187,28.6,37000,4.31,10.6,313,0.2,1.41,25,258,0.35,0.7,0.51
"Ship 41","Bulkcarrier",02/13/16 12:00 PM,4,187,28.6,37000,3.77,10.4,316,0.23,0.95,22,269,0.43,0.97,0.69
"Ship 41","Bulkcarrier",02/13/16 01:00 PM,4,187,28.6,37000,4.11,10,318,0.22,0.9,20,271,0.44,1.15,0.8
"Ship 41","Bulkcarrier",02/13/16 02:00 PM,4,187,28.6,37000,4.17,11.3,321,0.26,1.24,19,259,0.54,1.34,0.99
"Ship 41","Bulkcarrier",02/13/16 03:00 PM,4,187,28.6,37000,4.22,11.6,321,0.26,1.86,51,267,0.33,0.79,0.58
"Ship 41","Bulkcarrier",02/13/16 04:00 PM,4,187,28.6,37000,4.51,11.1,316,0.26,2.61,51,271,0.51,1.27,0.82
"Ship 41","Bulkcarrier",02/13/16 05:00 PM,4,187,28.6,37000,5.05,12.4,320,0.31,3.3,54,269,0.34,0.81,0.57
"Ship 41","Bulkcarrier",02/13/16 06:00 PM,4,187,28.6,37000,4.88,12.4,314,0.34,3.77,52,269,0.34,1.17,0.66
"Ship 41","Bulkcarrier",02/13/16 07:00 PM,4,187,28.6,37000,4.94,12.4,318,0.36,3.92,51,288,0.42,0.95,0.66
"Ship 41","Bulkcarrier",02/13/16 08:00 PM,4,187,28.6,37000,5.36,11.3,314,0.34,3.68,40,300,0.59,1.6,1.01
"Ship 41","Bulkcarrier",02/13/16 09:00 PM,4,187,28.6,37000,5.22,11.4,315,0.33,3.15,41,295,0.62,1.58,1.06
"Ship 41","Bulkcarrier",02/13/16 10:00 PM,4,187,28.6,37000,4.97,12.3,316,0.28,2.44,39,283,0.55,1.61,0.9
"Ship 41","Bulkcarrier",02/13/16 11:00 PM,4,187,28.6,37000,4.88,11.6,314,0.25,1.71,32,268,0.61,1.27,1.03
"Ship 41","Bulkcarrier",02/14/16 12:00 AM,4,187,28.6,37000,4.65,11.6,316,0.24,1.2,30,265,0.58,1.09,0.9
"Ship 41","Bulkcarrier",02/14/16 01:00 AM,4,187,28.6,37000,3.92,10.6,321,0.23,1.01,30,247,0.7,1.5,1.01
"Ship 41","Bulkcarrier",02/14/16 02:00 AM,4,187,28.6,37000,4.65,11.1,316,0.22,1.18,32,235,0.59,1.54,0.95
"Ship 41","Bulkcarrier",02/14/16 03:00 AM,4,187,28.6,37000,4.29,11.5,318,0.19,1.69,42,247,0.5,1.2,0.83
"Ship 41","Bulkcarrier",02/14/16 04:00 AM,4,187,28.6,37000,4.37,11.1,313,0.19,2.41,57,281,0.37,0.69,0.53
"Ship 41","Bulkcarrier",02/14/16 05:00 AM,4,187,28.6,37000,4.82,11.1,313,0.19,3.11,52,311,0.3,1.3,0.63
"Ship 41","Bulkcarrier",02/14/16 06:00 AM,4,187,28.6,37000,5.4,11,314,0.24,3.65,50,315,0.66,1.73,1.27
"Ship 41","Bulkcarrier",02/14/16 07:00 AM,4,187,28.6,37000,5.21,10.1,315,0.26,3.91,49,307,0.7,1.15,1.01
"Ship 41","Bulkcarrier",02/14/16 08:00 AM,4,187,28.6,37000,5.34,10.7,315,0.3,3.85,43,316,0.64,1.2,1.09
"Ship 41","Bulkcarrier",02/14/16 09:00 AM,4,187,28.6,37000,5.38,10.5,316,0.3,3.47,40,318,0.55,1.28,0.91
"Ship 41","Bulkcarrier",02/14/16 10:00 AM,4,187,28.6,37000,5.83,9.2,317,0.23,2.84,42,315,0.37,0.81,0.61
"Ship 41","Bulkcarrier",02/14/16 11:00 AM,4,187,28.6,37000,4.86,9.5,319,0.24,2.09,34,290,0.29,0.88,0.54
"Ship 41","Bulkcarrier",02/14/16 12:00 PM,4,187,28.6,37000,4.87,9.8,318,0.22,1.46,46,310,0.54,1.54,0.99
"Ship 41","Bulkcarrier",02/14/16 01:00 PM,4,187,28.6,37000,5.23,9.3,316,0.22,1.11,45,314,1,1.54,1.3
"Ship 41","Bulkcarrier",02/14/16 02:00 PM,4,187,28.6,37000,5.81,10.4,319,0.23,1.09,46,310,0.88,1.58,1.53
"Ship 41","Bulkcarrier",02/14/16 03:00 PM,4,187,28.6,37000,5.47,10.4,316,0.23,1.38,47,314,0.67,1.55,1.32
"Ship 41","Bulkcarrier",02/14/16 04:00 PM,4,187,28.6,37000,5.99,11.1,314,0.27,1.9,48,314,0.56,1.25,0.84
"Ship 41","Bulkcarrier",02/14/16 05:00 PM,4,187,28.6,37000,6.23,12.2,318,0.32,2.51,49,313,0.53,1.35,0.86
"Ship 41","Bulkcarrier",02/14/16 06:00 PM,4,187,28.6,37000,6.24,11.3,316,0.37,3.08,57,314,0.81,1.62,1.34
"Ship 41","Bulkcarrier",02/14/16 07:00 PM,4,187,28.6,37000,7.57,11.8,321,0.37,3.45,53,323,0.44,1.06,0.77
"Ship 41","Bulkcarrier",02/14/16 08:00 PM,4,187,28.6,37000,7.14,12.2,316,0.42,3.52,48,301,0.74,1.82,1.27
"Ship 41","Bulkcarrier",02/14/16 09:00 PM,4,187,28.6,37000,8.08,12.5,324,0.5,3.3,38,251,0.71,1.47,1.18
"Ship 41","Bulkcarrier",02/14/16 10:00 PM,4,187,28.6,37000,7.29,12.5,323,0.53,2.85,41,125,1.47,2.56,2.25
"Ship 41","Bulkcarrier",02/14/16 11:00 PM,4,187,28.6,37000,8.95,13.5,326,0.58,2.23,37,93,0.83,1.97,1.33
"Ship 41","Bulkcarrier",02/15/16 12:00 AM,4,187,28.6,37000,7.79,12.6,332,0.54,1.61,36,86,1.3,2.05,2.03
"Ship 41","Bulkcarrier",02/15/16 01:00 AM,4,187,28.6,37000,8.74,12.5,328,0.5,1.17,36,47,1.02,3.27,2.04
"Ship 41","Bulkcarrier",02/15/16 02:00 AM,4,187,28.6,37000,7.99,13,328,0.63,1.01,39,39,0.87,1.85,1.36
"Ship 41","Bulkcarrier",02/15/16 03:00 AM,4,187,28.6,37000,8.15,14.1,326,0.58,1.14,39,51,1.1,1.87,1.71
"Ship 41","Bulkcarrier",02/15/16 04:00 AM,4,187,28.6,37000,8.17,14,327,0.55,1.52,43,40,0.58,1.83,1.2
"Ship 41","Bulkcarrier",02/15/16 05:00 AM,4,187,28.6,37000,7.55,13.1,329,0.45,2.05,41,32,0.75,1.87,1.31
"Ship 41","Bulkcarrier",02/15/16 06:00 AM,4,187,28.6,37000,7.04,13.5,331,0.46,2.6,46,29,1.14,2.01,1.72
"Ship 41","Bulkcarrier",02/15/16 07:00 AM,4,187,28.6,37000,7.21,13.4,329,0.45,3.06,46,29,0.57,1.94,1.19
"Ship 41","Bulkcarrier",02/15/16 08:00 AM,4,187,28.6,37000,6.28,11.6,333,0.4,3.29,45,34,0.55,1.81,0.91
"Ship 41","Bulkcarrier",02/15/16 09:00 AM,4,187,28.6,37000,6.65,12.5,332,0.43,3.24,44,31,0.88,1.36,1.2
"Ship 41","Bulkcarrier",02/15/16 10:00 AM,4,187,28.6,37000,6.82,12.5,332,0.38,2.93,43,32,0.56,1.39,0.87
"Ship 41","Bulkcarrier",02/15/16 11:00 AM,4,187,28.6,37000,6.34,12.5,333,0.39,2.41,39,34,0.51,1.37,1.18
"Ship 41","Bulkcarrier",02/15/16 12:00 PM,4,187,28.6,37000,5.38,12.3,334,0.32,1.82,34,36,0.35,1.03,0.68
"Ship 41","Bulkcarrier",02/15/16 01:00 PM,4,187,28.6,37000,5.37,12.1,330,0.3,1.31,33,36,0.5,1.38,0.92
"Ship 41","Bulkcarrier",02/15/16 02:00 PM,4,187,28.6,37000,5.49,12.2,329,0.32,1.02,31,34,0.39,0.95,0.62
"Ship 41","Bulkcarrier",02/15/16 03:00 PM,4,187,28.6,37000,4.62,12.3,331,0.27,0.99,30,35,0.54,1.41,0.94
"Ship 41","Bulkcarrier",02/15/16 04:00 PM,4,187,28.6,37000,5.04,11.9,330,0.36,1.21,29,38,0.58,1.14,0.78
"Ship 41","Bulkcarrier",02/15/16 05:00 PM,4,187,28.6,37000,4.85,12.1,329,0.25,1.61,31,38,0.69,1.68,1.24
"Ship 41","Bulkcarrier",02/15/16 06:00 PM,4,187,28.6,37000,4.37,12,332,0.23,2.1,33,41,0.31,1.11,0.54
"Ship 41","Bulkcarrier",02/15/16 07:00 PM,4,187,28.6,37000,4.43,11.3,327,0.23,2.56,29,40,0.44,1.27,0.76
"Ship 41","Bulkcarrier",02/15/16 08:00 PM,4,187,28.6,37000,3.97,11.1,329,0.24,2.87,34,49,0.23,0.57,0.45
"Ship 41","Bulkcarrier",02/15/16 09:00 PM,4,187,28.6,37000,3.66,10.5,333,0.22,2.99,35,54,0.31,0.84,0.54
"Ship 41","Bulkcarrier",02/15/16 10:00 PM,4,187,28.6,37000,3.76,11,334,0.23,2.88,31,57,0.3,0.57,0.46
"Ship 41","Bulkcarrier",02/15/16 11:00 PM,4,187,28.6,37000,3.46,11.2,333,0.2,2.55,25,59,0.23,0.53,0.36
"Ship 41","Bulkcarrier",02/16/16 12:00 AM,4,187,28.6,37000,3.35,10.9,331,0.19,2.07,28,56,0.35,0.89,0.54
"Ship 41","Bulkcarrier",02/16/16 01:00 AM,4,187,28.6,37000,3.47,10.9,334,0.18,1.56,29,52,0.27,0.87,0.42
"Ship 41","Bulkcarrier",02/16/16 02:00 AM,4,187,28.6,37000,3.2,10.6,336,0.18,1.18,23,67,0.41,1.17,0.74
"Ship 41","Bulkcarrier",02/16/16 03:00 AM,4,187,28.6,37000,3.33,10.6,331,0.26,1.01,20,69,0.25,0.65,0.4
"Ship 41","Bulkcarrier",02/16/16 04:00 AM,4,187,28.6,37000,3.05,10.7,336,0.14,1.07,13,123,0.24,0.62,0.39
"Ship 41","Bulkcarrier",02/16/16 05:00 AM,4,187,28.6,37000,2.89,11,329,0.16,1.34,14,143,0.18,0.52,0.3
"Ship 41","Bulkcarrier",02/16/16 06:00 AM,4,187,28.6,37000,2.69,10.4,331,0.16,1.76,13,150,0.26,0.7,0.41
"Ship 41","Bulkcarrier",02/16/16 07:00 AM,4,187,28.6,37000,2.98,11,324,0.15,2.22,13,148,0.3,0.84,0.51
"Ship 41","Bulkcarrier",02/16/16 08:00 AM,4,187,28.6,37000,2.72,9.8,329,0.14,2.63,13,145,0.16,0.41,0.27
"Ship 41","Bulkcarrier",02/16/16 09:00 AM,4,187,28.6,37000,2.9,11,328,0.16,2.89,14,108,0.13,0.4,0.25
"Ship 37","Bulkcarrier",02/26/16 11:00 AM,5,225,32.3,75668,1.67,7.1,309,0.07,0.97,26,295,0.02,0.05,0.04
"Ship 37","Bulkcarrier",02/26/16 12:00 PM,5,225,32.3,75668,1.62,7.2,308,0.06,1.02,18,301,0.02,0.05,0.03
"Ship 37","Bulkcarrier",02/26/16 01:00 PM,5,225,32.3,75668,1.6,6.2,312,0.08,1.41,22,312,0.02,0.05,0.03
"Ship 37","Bulkcarrier",02/26/16 02:00 PM,5,225,32.3,75668,1.81,5.8,312,0.1,2.04,21,231,0.03,0.06,0.04
"Ship 37","Bulkcarrier",02/26/16 03:00 PM,5,225,32.3,75668,1.87,5.5,321,0.09,2.74,30,79,0.03,0.06,0.04
"Ship 37","Bulkcarrier",02/26/16 04:00 PM,5,225,32.3,75668,2.15,5.6,321,0.11,3.32,35,76,0.03,0.06,0.05
"Ship 37","Bulkcarrier",02/26/16 05:00 PM,5,225,32.3,75668,2.6,6.6,325,0.15,3.66,35,117,0.03,0.09,0.05
"Ship 37","Bulkcarrier",02/26/16 06:00 PM,5,225,32.3,75668,2.69,6.7,325,0.17,3.65,34,86,0.04,0.14,0.07
"Ship 37","Bulkcarrier",02/26/16 07:00 PM,5,225,32.3,75668,2.99,7.1,327,0.19,3.32,37,101,0.04,0.09,0.06
"Ship 37","Bulkcarrier",02/26/16 08:00 PM,5,225,32.3,75668,3.34,7.1,328,0.2,2.73,33,70,0.05,0.12,0.08
"Ship 37","Bulkcarrier",02/26/16 09:00 PM,5,225,32.3,75668,3.58,7.5,329,0.23,2.03,35,122,0.07,0.17,0.13
"Ship 37","Bulkcarrier",02/26/16 10:00 PM,5,225,32.3,75668,4.44,8.2,328,0.21,1.41,29,132,0.06,0.17,0.09
"Ship 37","Bulkcarrier",02/26/16 11:00 PM,5,225,32.3,75668,4.17,8.4,326,0.23,1.04,29,114,0.06,0.18,0.1
"Ship 37","Bulkcarrier",02/27/16 12:00 AM,5,225,32.3,75668,3.92,9.7,326,0.25,1.03,33,233,0.06,0.15,0.1
"Ship 37","Bulkcarrier",02/27/16 01:00 AM,5,225,32.3,75668,4.07,9,332,0.27,1.36,25,187,0.06,0.19,0.09
"Ship 37","Bulkcarrier",02/27/16 02:00 AM,5,225,32.3,75668,4.19,12.6,330,0.26,1.94,30,198,0.08,0.22,0.14
"Ship 37","Bulkcarrier",02/27/16 03:00 AM,5,225,32.3,75668,4.61,9.3,332,0.25,2.61,31,169,0.07,0.13,0.1
"Ship 37","Bulkcarrier",02/27/16 04:00 AM,5,225,32.3,75668,4.47,11,328,0.25,3.22,34,196,0.08,0.19,0.12
"Ship 37","Bulkcarrier",02/27/16 05:00 AM,5,225,32.3,75668,4.49,11.5,332,0.28,3.6,28,165,0.08,0.24,0.14
"Ship 37","Bulkcarrier",02/27/16 06:00 AM,5,225,32.3,75668,4.8,9.2,329,0.27,3.67,32,168,0.11,0.34,0.17
"Ship 37","Bulkcarrier",02/27/16 07:00 AM,5,225,32.3,75668,4.99,9.3,327,0.31,3.43,34,197,0.12,0.29,0.2
"Ship 37","Bulkcarrier",02/27/16 08:00 AM,5,225,32.3,75668,4.8,9.2,327,0.29,2.92,39,148,0.1,0.35,0.17
"Ship 37","Bulkcarrier",02/27/16 09:00 AM,5,225,32.3,75668,5.02,9,329,0.28,2.27,34,296,0.1,0.36,0.16
"Ship 37","Bulkcarrier",02/27/16 10:00 AM,5,225,32.3,75668,4.54,8.8,330,0.24,1.64,30,212,0.1,0.34,0.17
"Ship 37","Bulkcarrier",02/27/16 11:00 AM,5,225,32.3,75668,5.55,9.1,327,0.22,1.19,40,147,0.1,0.28,0.17
"Ship 37","Bulkcarrier",02/27/16 12:00 PM,5,225,32.3,75668,5.84,9.2,332,0.23,1.04,33,132,0.12,0.39,0.19
"Ship 37","Bulkcarrier",02/27/16 01:00 PM,5,225,32.3,75668,6.1,9.9,330,0.27,1.23,37,140,0.11,0.38,0.21
"Ship 37","Bulkcarrier",02/27/16 02:00 PM,5,225,32.3,75668,5.19,10.3,328,0.28,1.7,35,202,0.19,0.52,0.35
"Ship 37","Bulkcarrier",02/27/16 03:00 PM,5,225,32.3,75668,5.34,9.8,333,0.28,2.3,35,81,0.12,0.26,0.19
"Ship 37","Bulkcarrier",02/27/16 04:00 PM,5,225,32.3,75668,5.74,9.6,329,0.29,2.89,34,156,0.12,0.38,0.22
"Ship 37","Bulkcarrier",02/27/16 05:00 PM,5,225,32.3,75668,5.46,10,331,0.26,3.33,34,209,0.11,0.35,0.17
"Ship 37","Bulkcarrier",02/27/16 06:00 PM,5,225,32.3,75668,5.28,10.2,332,0.32,3.49,34,119,0.12,0.35,0.2
"Ship 37","Bulkcarrier",02/27/16 07:00 PM,5,225,32.3,75668,5.33,10.2,326,0.33,3.34,34,156,0.15,0.52,0.28
"Ship 37","Bulkcarrier",02/27/16 08:00 PM,5,225,32.3,75668,5.04,10.3,330,0.31,2.9,27,105,0.16,0.42,0.29
"Ship 37","Bulkcarrier",02/27/16 09:00 PM,5,225,32.3,75668,4.86,10.6,323,0.27,2.3,26,36,0.13,0.36,0.22
"Ship 37","Bulkcarrier",02/27/16 10:00 PM,5,225,32.3,75668,4.79,10.9,330,0.26,1.68,33,34,0.12,0.54,0.23
"Ship 37","Bulkcarrier",02/27/16 11:00 PM,5,225,32.3,75668,5.02,11.1,335,0.24,1.2,25,42,0.17,0.56,0.3
"Ship 37","Bulkcarrier",02/28/16 12:00 AM,5,225,32.3,75668,4.86,11.1,332,0.26,1.02,23,38,0.16,0.44,0.28
"Ship 37","Bulkcarrier",02/28/16 01:00 AM,5,225,32.3,75668,4.8,11.1,332,0.24,1.16,28,38,0.11,0.31,0.18
"Ship 37","Bulkcarrier",02/28/16 02:00 AM,5,225,32.3,75668,4.6,11.1,338,0.24,1.56,28,34,0.09,0.3,0.16
"Ship 37","Bulkcarrier",02/28/16 03:00 AM,5,225,32.3,75668,4.37,11.1,335,0.21,2.12,27,37,0.08,0.23,0.13
"Ship 37","Bulkcarrier",02/28/16 04:00 AM,5,225,32.3,75668,4.41,10.5,336,0.26,2.7,31,36,0.09,0.26,0.14
"Ship 37","Bulkcarrier",02/28/16 05:00 AM,5,225,32.3,75668,4.5,10,337,0.29,3.15,36,59,0.09,0.17,0.13
"Ship 37","Bulkcarrier",02/28/16 06:00 AM,5,225,32.3,75668,4.24,10.3,338,0.26,3.37,36,30,0.1,0.27,0.17
"Ship 37","Bulkcarrier",02/28/16 07:00 AM,5,225,32.3,75668,4.29,10.4,336,0.25,3.3,35,33,0.1,0.41,0.18
"Ship 37","Bulkcarrier",02/28/16 08:00 AM,5,225,32.3,75668,4.03,11.2,337,0.25,2.97,37,33,0.13,0.53,0.23
"Ship 37","Bulkcarrier",02/28/16 09:00 AM,5,225,32.3,75668,4.31,10.1,335,0.24,2.44,27,35,0.1,0.32,0.18
"Ship 37","Bulkcarrier",02/28/16 10:00 AM,5,225,32.3,75668,4.05,11.7,333,0.21,1.84,32,40,0.07,0.23,0.13
"Ship 37","Bulkcarrier",02/28/16 11:00 AM,5,225,32.3,75668,3.92,9.6,335,0.17,1.34,30,48,0.08,0.28,0.14
"Ship 37","Bulkcarrier",02/28/16 12:00 PM,5,225,32.3,75668,4.06,10.8,336,0.2,1.05,29,44,0.13,0.33,0.26
"Ship 37","Bulkcarrier",02/28/16 01:00 PM,5,225,32.3,75668,3.77,9.4,335,0.17,1.06,27,40,0.08,0.21,0.12
"Ship 37","Bulkcarrier",02/28/16 02:00 PM,5,225,32.3,75668,3.53,9.6,340,0.19,1.34,26,39,0.06,0.13,0.09
"Ship 37","Bulkcarrier",02/28/16 03:00 PM,5,225,32.3,75668,3.49,9.8,339,0.2,1.81,27,38,0.07,0.22,0.12
"Ship 37","Bulkcarrier",02/28/16 04:00 PM,5,225,32.3,75668,3.18,9.6,341,0.18,2.35,25,33,0.08,0.26,0.12
"Ship 37","Bulkcarrier",02/28/16 05:00 PM,5,225,32.3,75668,3.4,9,342,0.18,2.83,27,33,0.06,0.14,0.1
"Ship 37","Bulkcarrier",02/28/16 06:00 PM,5,225,32.3,75668,3.13,9.6,340,0.16,3.12,27,31,0.07,0.21,0.1
"Ship 37","Bulkcarrier",02/28/16 07:00 PM,5,225,32.3,75668,3.43,10,340,0.18,3.16,26,33,0.06,0.19,0.1
"Ship 37","Bulkcarrier",02/28/16 08:00 PM,5,225,32.3,75668,3,8.5,343,0.15,2.93,28,33,0.06,0.17,0.1
"Ship 37","Bulkcarrier",02/28/16 09:00 PM,5,225,32.3,75668,3.27,9.6,339,0.16,2.5,27,38,0.05,0.15,0.08
"Ship 37","Bulkcarrier",02/28/16 10:00 PM,5,225,32.3,75668,3.26,10.4,339,0.14,1.96,29,36,0.05,0.12,0.09
"Ship 37","Bulkcarrier",02/28/16 11:00 PM,5,225,32.3,75668,3.03,8.2,345,0.15,1.47,28,39,0.05,0.15,0.09
"Ship 37","Bulkcarrier",02/29/16 12:00 AM,5,225,32.3,75668,2.96,9,340,0.15,1.15,27,38,0.04,0.1,0.07
"Ship 37","Bulkcarrier",02/29/16 01:00 AM,5,225,32.3,75668,2.97,8,341,0.13,1.09,25,36,0.04,0.14,0.07
"Ship 37","Bulkcarrier",02/29/16 02:00 AM,5,225,32.3,75668,2.86,8.3,343,0.12,1.29,27,32,0.04,0.12,0.06
"Ship 37","Bulkcarrier",02/29/16 03:00 AM,5,225,32.3,75668,2.78,8.8,340,0.1,1.69,30,33,0.04,0.1,0.06
"Ship 37","Bulkcarrier",02/29/16 04:00 AM,5,225,32.3,75668,2.74,8.8,342,0.12,2.18,26,36,0.04,0.12,0.07
"Ship 37","Bulkcarrier",02/29/16 05:00 AM,5,225,32.3,75668,2.54,8.2,343,0.12,2.64,24,45,0.04,0.08,0.06
"Ship 37","Bulkcarrier",02/29/16 06:00 AM,5,225,32.3,75668,2.54,8.8,342,0.12,2.95,26,38,0.04,0.09,0.06
"Ship 37","Bulkcarrier",02/29/16 07:00 AM,5,225,32.3,75668,2.26,8.4,349,0.13,3.05,21,58,0.04,0.09,0.06
"Ship 37","Bulkcarrier",02/29/16 08:00 AM,5,225,32.3,75668,2.23,8.7,339,0.12,2.91,23,38,0.04,0.09,0.06
"Ship 37","Bulkcarrier",02/29/16 09:00 AM,5,225,32.3,75668,2.1,8.5,347,0.11,2.57,24,49,0.03,0.09,0.05
"Ship 37","Bulkcarrier",02/29/16 10:00 AM,5,225,32.3,75668,2.16,8,344,0.11,2.08,27,38,0.03,0.07,0.05
