"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 31","General Cargo",02/02/16 08:00 PM,4,125.2,16.4,8049,3.61,12.48,319,0.36,2.37,17.72,67,0.6,1.35,1.03
"Ship 31","General Cargo",02/02/16 09:00 PM,4,125.2,16.4,8049,3.19,12.45,316,0.31,2.62,20.44,90,0.54,1.04,0.84
"Ship 31","General Cargo",02/02/16 10:00 PM,4,125.2,16.4,8049,3.51,12.66,316,0.33,2.76,19.07,64,0.59,1.26,0.96
"Ship 31","General Cargo",02/02/16 11:00 PM,4,125.2,16.4,8049,3.28,12.81,316,0.3,2.76,16.21,42,0.64,1.39,1.02
"Ship 31","General Cargo",02/03/16 12:00 AM,4,125.2,16.4,8049,3.22,12.42,316,0.28,2.61,13.58,34,0.45,1.29,0.79
"Ship 31","General Cargo",02/03/16 01:00 AM,4,125.2,16.4,8049,3.53,12.45,320,0.3,2.35,12.52,34,0.38,1.28,0.71
"Ship 31","General Cargo",02/03/16 02:00 AM,4,125.2,16.4,8049,3.41,11.52,315,0.3,2.02,15.25,57,0.41,0.9,0.66
"Ship 31","General Cargo",02/03/16 10:00 AM,4,125.2,16.4,8049,3.04,11.29,324,0.27,2.6,22.68,30,0.43,1.04,0.7
"Ship 31","General Cargo",02/03/16 11:00 AM,4,125.2,16.4,8049,3.22,11.97,322,0.3,2.67,22.87,31,0.31,0.68,0.46
"Ship 31","General Cargo",02/03/16 12:00 PM,4,125.2,16.4,8049,2.91,12.05,324,0.26,2.59,24.98,34,0.4,0.98,0.63
"Ship 31","General Cargo",02/03/16 01:00 PM,4,125.2,16.4,8049,3.17,12.41,321,0.26,2.38,24.67,34,0.31,0.76,0.45
"Ship 31","General Cargo",02/03/16 02:00 PM,4,125.2,16.4,8049,3.05,11.49,327,0.23,2.08,25.22,33,0.32,0.69,0.48
"Ship 31","General Cargo",02/03/16 03:00 PM,4,125.2,16.4,8049,3.31,12,325,0.25,1.75,26.66,32,0.5,1.17,0.76
"Ship 31","General Cargo",02/03/16 04:00 PM,4,125.2,16.4,8049,3.08,11.89,328,0.23,1.48,29.29,35,0.33,0.86,0.51
"Ship 41","Bulkcarrier",02/11/16 12:00 PM,4,187,28.6,37000,3.51,12.34,325,0.18,0.6,13.55,295,0.95,1.47,1.33
"Ship 41","Bulkcarrier",02/11/16 01:00 PM,4,187,28.6,37000,3.28,12.22,329,0.16,1.19,20.93,291,0.42,1.02,0.73
"Ship 41","Bulkcarrier",02/11/16 02:00 PM,4,187,28.6,37000,2.95,10.94,329,0.16,2.03,21.16,268,0.58,1.39,1.04
"Ship 41","Bulkcarrier",02/11/16 03:00 PM,4,187,28.6,37000,2.82,12.13,324,0.16,2.92,19.54,276,0.52,1.19,0.88
"Ship 41","Bulkcarrier",02/11/16 04:00 PM,4,187,28.6,37000,2.68,11.73,319,0.18,3.65,28.89,256,0.44,1.1,0.75
"Ship 41","Bulkcarrier",02/11/16 05:00 PM,4,187,28.6,37000,2.58,10.09,321,0.18,4.03,31.73,255,0.52,1.43,0.9
"Ship 41","Bulkcarrier",02/11/16 06:00 PM,4,187,28.6,37000,2.46,11.31,316,0.14,3.96,31.34,252,0.36,1.04,0.62
"Ship 41","Bulkcarrier",02/11/16 07:00 PM,4,187,28.6,37000,2.43,11.14,313,0.16,3.47,23.98,248,0.76,1.94,1.2
"Ship 41","Bulkcarrier",02/11/16 08:00 PM,4,187,28.6,37000,2.61,12.02,314,0.17,2.68,43.58,231,0.31,0.84,0.59
"Ship 41","Bulkcarrier",02/11/16 09:00 PM,4,187,28.6,37000,3.03,12.08,316,0.14,1.78,44.81,232,0.38,0.95,0.69
"Ship 41","Bulkcarrier",02/11/16 10:00 PM,4,187,28.6,37000,2.55,11.05,317,0.15,1.02,31.49,253,0.61,1.12,0.9
"Ship 41","Bulkcarrier",02/11/16 11:00 PM,4,187,28.6,37000,2.77,11.02,314,0.14,0.62,32.16,259,0.39,0.99,0.62
"Ship 41","Bulkcarrier",02/12/16 12:00 AM,4,187,28.6,37000,2.76,10.9,309,0.15,0.69,31.26,268,0.32,0.89,0.57
"Ship 41","Bulkcarrier",02/12/16 01:00 AM,4,187,28.6,37000,2.58,10.94,305,0.13,1.18,35.51,267,0.34,0.89,0.57
"Ship 41","Bulkcarrier",02/12/16 02:00 AM,4,187,28.6,37000,2.59,10.33,305,0.15,2,35.36,264,0.27,0.77,0.44
"Ship 41","Bulkcarrier",02/12/16 03:00 AM,4,187,28.6,37000,2.56,9.67,309,0.13,2.92,40.48,269,0.32,0.71,0.52
"Ship 41","Bulkcarrier",02/12/16 04:00 AM,4,187,28.6,37000,2.82,10.11,307,0.13,3.74,40.3,272,0.24,0.62,0.43
"Ship 41","Bulkcarrier",02/12/16 05:00 AM,4,187,28.6,37000,3.04,9.97,305,0.15,4.25,38.71,271,0.31,0.88,0.55
"Ship 41","Bulkcarrier",02/12/16 06:00 AM,4,187,28.6,37000,2.83,9.39,309,0.17,4.35,37.24,270,0.32,0.99,0.59
"Ship 41","Bulkcarrier",02/12/16 07:00 AM,4,187,28.6,37000,2.96,8.81,307,0.16,4,32.3,269,0.31,0.84,0.52
"Ship 41","Bulkcarrier",02/15/16 09:00 AM,4,187,28.6,37000,6.65,12.46,332,0.43,3.24,44.17,31,1.13,2.03,1.79
"Ship 41","Bulkcarrier",02/15/16 10:00 AM,4,187,28.6,37000,6.82,12.49,332,0.38,2.93,43.26,32,0.68,1.86,1.27
"Ship 41","Bulkcarrier",02/15/16 11:00 AM,4,187,28.6,37000,6.34,12.47,333,0.39,2.41,39.45,34,0.82,1.49,1.28
"Ship 41","Bulkcarrier",02/15/16 12:00 PM,4,187,28.6,37000,5.38,12.32,334,0.32,1.81,34.08,36,0.79,1.58,1.19
"Ship 41","Bulkcarrier",02/15/16 01:00 PM,4,187,28.6,37000,5.37,12.07,330,0.3,1.31,33.48,36,0.86,1.77,1.46
"Ship 41","Bulkcarrier",02/15/16 02:00 PM,4,187,28.6,37000,5.49,12.24,329,0.32,1.02,30.58,34,0.55,1.15,0.94
"Ship 41","Bulkcarrier",02/15/16 03:00 PM,4,187,28.6,37000,4.62,12.27,331,0.27,0.99,30.05,35,0.7,1.35,0.98
"Ship 41","Bulkcarrier",02/15/16 04:00 PM,4,187,28.6,37000,5.04,11.87,330,0.36,1.2,28.63,38,0.63,1.07,0.92
"Ship 41","Bulkcarrier",02/15/16 05:00 PM,4,187,28.6,37000,4.85,12.09,329,0.25,1.61,31.25,38,0.59,1.64,1.03
"Ship 41","Bulkcarrier",02/15/16 06:00 PM,4,187,28.6,37000,4.37,12,332,0.23,2.1,33.12,41,0.45,1.23,0.83
"Ship 41","Bulkcarrier",02/15/16 07:00 PM,4,187,28.6,37000,4.43,11.27,327,0.23,2.55,28.74,40,0.59,1.56,0.99
"Ship 41","Bulkcarrier",02/15/16 08:00 PM,4,187,28.6,37000,3.97,11.09,329,0.24,2.87,34.17,49,0.55,1.2,0.77
"Ship 41","Bulkcarrier",02/15/16 09:00 PM,4,187,28.6,37000,3.66,10.49,333,0.22,2.98,34.93,54,0.55,0.94,0.79
"Ship 41","Bulkcarrier",02/15/16 10:00 PM,4,187,28.6,37000,3.76,11.04,334,0.23,2.87,31.28,57,0.53,0.9,0.75
"Ship 41","Bulkcarrier",02/15/16 11:00 PM,4,187,28.6,37000,3.46,11.2,333,0.2,2.54,25.03,59,0.44,0.87,0.67
"Ship 41","Bulkcarrier",02/16/16 12:00 AM,4,187,28.6,37000,3.35,10.94,331,0.19,2.06,28.07,56,0.41,0.79,0.69
"Ship 41","Bulkcarrier",02/16/16 01:00 AM,4,187,28.6,37000,3.47,10.92,334,0.18,1.56,29.28,52,0.47,0.92,0.73
"Ship 41","Bulkcarrier",02/16/16 02:00 AM,4,187,28.6,37000,3.2,10.63,336,0.18,1.18,22.85,67,0.49,1.07,0.75
"Ship 41","Bulkcarrier",02/16/16 03:00 AM,4,187,28.6,37000,3.33,10.65,331,0.26,1.01,20.02,69,0.28,0.9,0.48
"Ship 41","Bulkcarrier",02/16/16 04:00 AM,4,187,28.6,37000,3.05,10.71,336,0.14,1.07,12.83,123,0.26,0.59,0.45
"Ship 41","Bulkcarrier",02/16/16 05:00 AM,4,187,28.6,37000,2.89,11.01,329,0.16,1.34,14.23,143,0.2,0.43,0.31
"Ship 41","Bulkcarrier",02/16/16 06:00 AM,4,187,28.6,37000,2.69,10.39,331,0.16,1.76,13.33,150,0.41,0.75,0.55
"Ship 41","Bulkcarrier",02/16/16 07:00 AM,4,187,28.6,37000,2.98,11.02,324,0.15,2.22,13.03,148,0.22,0.84,0.41
"Ship 41","Bulkcarrier",02/16/16 08:00 AM,4,187,28.6,37000,2.72,9.75,329,0.14,2.63,12.82,145,0.27,0.55,0.43
"Ship 41","Bulkcarrier",02/16/16 12:00 PM,4,187,28.6,37000,2.22,9.97,328,0.14,2.38,12.43,40,0.31,0.63,0.47
"Ship 41","Bulkcarrier",02/16/16 01:00 PM,4,187,28.6,37000,2.61,10,325,0.13,1.9,8.98,36,0.23,0.5,0.35
"Ship 41","Bulkcarrier",02/16/16 02:00 PM,4,187,28.6,37000,2.31,10.86,326,0.13,1.47,11.14,39,0.21,0.53,0.31
"Ship 41","Bulkcarrier",02/16/16 03:00 PM,4,187,28.6,37000,2.3,9.2,329,0.13,1.2,12.85,38,0.25,0.53,0.4
"Ship 41","Bulkcarrier",02/16/16 04:00 PM,4,187,28.6,37000,2.51,10.07,324,0.12,1.13,14.72,38,0.23,0.61,0.36
"Ship 41","Bulkcarrier",02/16/16 05:00 PM,4,187,28.6,37000,2.23,10.04,326,0.11,1.28,12.67,36,0.22,0.47,0.35
"Ship 41","Bulkcarrier",02/16/16 06:00 PM,4,187,28.6,37000,1.94,9.63,327,0.12,1.6,11.34,56,0.27,0.68,0.46
"Ship 41","Bulkcarrier",02/16/16 07:00 PM,4,187,28.6,37000,1.96,9.8,323,0.12,2.01,10.34,89,0.28,0.93,0.5
"Ship 41","Bulkcarrier",02/16/16 08:00 PM,4,187,28.6,37000,1.87,11.21,314,0.1,2.43,11.5,127,0.21,0.56,0.36
"Ship 41","Bulkcarrier",02/16/16 09:00 PM,4,187,28.6,37000,1.92,11.07,313,0.11,2.76,12.48,146,0.18,0.41,0.29
"Ship 41","Bulkcarrier",02/16/16 10:00 PM,4,187,28.6,37000,1.76,11.37,314,0.1,2.94,9.48,154,0.21,0.52,0.35
"Ship 41","Bulkcarrier",02/16/16 11:00 PM,4,187,28.6,37000,1.75,10.29,315,0.1,2.94,12.85,158,0.19,0.37,0.31
"Ship 41","Bulkcarrier",02/17/16 12:00 AM,4,187,28.6,37000,1.69,10.16,314,0.1,2.73,13.46,149,0.22,0.47,0.34
"Ship 41","Bulkcarrier",02/17/16 01:00 AM,4,187,28.6,37000,1.76,10.97,315,0.09,2.34,12.45,162,0.2,0.43,0.32
"Ship 41","Bulkcarrier",02/17/16 02:00 AM,4,187,28.6,37000,1.74,10.94,310,0.09,1.89,13.33,156,0.16,0.68,0.32
"Ship 41","Bulkcarrier",02/17/16 03:00 AM,4,187,28.6,37000,1.49,10.56,312,0.09,1.5,17.07,197,0.23,0.48,0.37
"Ship 41","Bulkcarrier",02/17/16 04:00 AM,4,187,28.6,37000,1.56,11.04,314,0.09,1.26,30.18,220,0.22,0.57,0.38
"Ship 41","Bulkcarrier",02/17/16 05:00 AM,4,187,28.6,37000,1.7,11.02,312,0.08,1.23,29.54,221,0.22,0.44,0.34
"Ship 41","Bulkcarrier",02/17/16 06:00 AM,4,187,28.6,37000,1.59,10.51,314,0.09,1.4,27.81,216,0.16,0.33,0.27
"Ship 41","Bulkcarrier",02/17/16 07:00 AM,4,187,28.6,37000,1.52,10.23,311,0.09,1.75,29.33,209,0.22,0.43,0.31
"Ship 41","Bulkcarrier",02/17/16 08:00 AM,4,187,28.6,37000,1.8,10.31,308,0.09,2.19,32.83,214,0.16,0.35,0.25
"Ship 41","Bulkcarrier",02/17/16 01:00 PM,4,187,28.6,37000,2.2,10.2,306,0.14,2.73,29.14,296,0.25,0.8,0.4
"Ship 41","Bulkcarrier",02/17/16 02:00 PM,4,187,28.6,37000,2.39,11.08,309,0.16,2.31,19.75,271,0.34,0.88,0.51
"Ship 41","Bulkcarrier",02/17/16 03:00 PM,4,187,28.6,37000,2.69,10.09,308,0.18,1.86,24.42,309,0.47,1.14,0.79
"Ship 41","Bulkcarrier",02/17/16 04:00 PM,4,187,28.6,37000,2.96,11.25,311,0.19,1.52,24.02,252,0.31,0.73,0.52
"Ship 41","Bulkcarrier",02/17/16 05:00 PM,4,187,28.6,37000,3.44,14.01,314,0.26,1.36,23.71,211,0.32,0.76,0.52
"Ship 41","Bulkcarrier",02/17/16 06:00 PM,4,187,28.6,37000,3.83,13.87,314,0.27,1.41,19.57,245,0.39,0.7,0.61
"Ship 41","Bulkcarrier",02/17/16 07:00 PM,4,187,28.6,37000,4.03,13.74,319,0.28,1.66,30.03,217,0.32,0.76,0.56
"Ship 41","Bulkcarrier",02/17/16 08:00 PM,4,187,28.6,37000,3.9,13.3,314,0.27,2.04,17.24,235,0.47,0.98,0.69
"Ship 41","Bulkcarrier",02/17/16 09:00 PM,4,187,28.6,37000,3.78,13.35,312,0.24,2.47,20.81,154,0.42,1.09,0.72
"Ship 41","Bulkcarrier",02/17/16 10:00 PM,4,187,28.6,37000,3.75,13.74,315,0.32,2.85,17.98,96,0.58,1.43,0.94
"Ship 41","Bulkcarrier",02/17/16 11:00 PM,4,187,28.6,37000,3.96,14.14,312,0.28,3.1,23.69,177,0.46,0.88,0.72
"Ship 41","Bulkcarrier",02/18/16 12:00 AM,4,187,28.6,37000,4.25,12.71,310,0.28,3.15,28.75,156,0.31,0.76,0.51
"Ship 41","Bulkcarrier",02/18/16 01:00 AM,4,187,28.6,37000,4.67,12.5,311,0.3,2.98,16.69,97,0.45,1.04,0.74
"Ship 41","Bulkcarrier",02/18/16 02:00 AM,4,187,28.6,37000,4.18,12.18,309,0.26,2.62,21.43,144,0.37,0.8,0.58
"Ship 41","Bulkcarrier",02/18/16 03:00 AM,4,187,28.6,37000,4.17,13.18,313,0.26,2.15,21.65,283,0.38,0.99,0.65
"Ship 41","Bulkcarrier",02/18/16 04:00 AM,4,187,28.6,37000,4.44,13.55,318,0.29,1.68,20.6,131,0.58,1.15,0.97
"Ship 41","Bulkcarrier",02/18/16 05:00 AM,4,187,28.6,37000,4.66,12.66,318,0.25,1.34,17.46,164,0.75,1.08,1.04
"Ship 41","Bulkcarrier",02/18/16 06:00 AM,4,187,28.6,37000,4.2,12.8,318,0.27,1.2,12.4,170,0.88,1.29,1.17
"Ship 41","Bulkcarrier",02/18/16 07:00 AM,4,187,28.6,37000,4.36,12.77,317,0.26,1.3,12.58,238,0.46,0.94,0.7
"Ship 41","Bulkcarrier",02/18/16 08:00 AM,4,187,28.6,37000,4.15,13.35,320,0.28,1.61,13.98,168,0.55,1.28,0.9
"Ship 41","Bulkcarrier",02/18/16 09:00 AM,4,187,28.6,37000,3.76,12.02,318,0.26,2.04,15.95,189,0.65,1.16,0.92
"Ship 41","Bulkcarrier",02/18/16 10:00 AM,4,187,28.6,37000,3.65,12.26,317,0.27,2.51,15.54,128,0.7,1.29,1.08
"Ship 41","Bulkcarrier",02/18/16 11:00 AM,4,187,28.6,37000,3.97,12.91,317,0.25,2.89,13.06,172,0.54,0.88,0.8
"Ship 41","Bulkcarrier",02/18/16 12:00 PM,4,187,28.6,37000,3.86,12.82,314,0.26,3.08,13.24,76,0.67,1.36,1.02
"Ship 41","Bulkcarrier",02/18/16 01:00 PM,4,187,28.6,37000,4.09,12.51,320,0.26,3.04,11.94,128,0.61,1.39,0.97
"Ship 41","Bulkcarrier",02/18/16 02:00 PM,4,187,28.6,37000,4.04,13.83,319,0.27,2.76,9.12,279,0.53,1.05,0.76
"Ship 41","Bulkcarrier",02/18/16 03:00 PM,4,187,28.6,37000,3.96,12.53,317,0.27,2.31,10.5,132,0.47,1,0.76
"Ship 37","Bulkcarrier",02/26/16 11:00 AM,5,225,32.3,75668,1.67,7.1,309,0.07,0.97,26,295,0.06,0.1,0.08
"Ship 37","Bulkcarrier",02/26/16 12:00 PM,5,225,32.3,75668,1.62,7.2,308,0.06,1.02,18,301,0.04,0.08,0.06
"Ship 37","Bulkcarrier",02/26/16 01:00 PM,5,225,32.3,75668,1.6,6.2,312,0.08,1.41,22,312,0.05,0.11,0.07
"Ship 37","Bulkcarrier",02/26/16 02:00 PM,5,225,32.3,75668,1.81,5.8,312,0.1,2.04,21,231,0.05,0.11,0.08
"Ship 37","Bulkcarrier",02/26/16 03:00 PM,5,225,32.3,75668,1.87,5.5,321,0.09,2.74,30,79,0.05,0.11,0.08
"Ship 37","Bulkcarrier",02/26/16 04:00 PM,5,225,32.3,75668,2.15,5.6,321,0.11,3.32,35,76,0.06,0.11,0.09
"Ship 37","Bulkcarrier",02/26/16 05:00 PM,5,225,32.3,75668,2.6,6.6,325,0.15,3.66,35,117,0.07,0.16,0.11
"Ship 37","Bulkcarrier",02/26/16 06:00 PM,5,225,32.3,75668,2.69,6.7,325,0.17,3.65,34,86,0.07,0.14,0.11
"Ship 37","Bulkcarrier",02/26/16 07:00 PM,5,225,32.3,75668,2.99,7.1,327,0.19,3.32,37,101,0.07,0.18,0.11
"Ship 37","Bulkcarrier",02/26/16 08:00 PM,5,225,32.3,75668,3.34,7.1,328,0.2,2.73,33,70,0.1,0.25,0.15
"Ship 37","Bulkcarrier",02/26/16 09:00 PM,5,225,32.3,75668,3.58,7.5,329,0.23,2.03,35,122,0.15,0.25,0.22
"Ship 37","Bulkcarrier",02/26/16 10:00 PM,5,225,32.3,75668,4.44,8.2,328,0.21,1.41,29,132,0.11,0.29,0.17
"Ship 37","Bulkcarrier",02/26/16 11:00 PM,5,225,32.3,75668,4.17,8.4,326,0.23,1.04,29,114,0.11,0.26,0.18
"Ship 37","Bulkcarrier",02/27/16 12:00 AM,5,225,32.3,75668,3.92,9.7,326,0.25,1.03,33,233,0.14,0.31,0.21
"Ship 37","Bulkcarrier",02/27/16 01:00 AM,5,225,32.3,75668,4.07,9,332,0.27,1.36,25,187,0.13,0.35,0.2
"Ship 37","Bulkcarrier",02/27/16 02:00 AM,5,225,32.3,75668,4.19,12.6,330,0.26,1.94,30,198,0.14,0.31,0.22
