"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 2","Bulkcarrier",02/20/18 04:00 AM,4,178.72,28,30618,2.81,14.3,315,0.3,3.08,13,54,0.13,0.3,0.19
"Ship 2","Bulkcarrier",02/20/18 05:00 AM,4,178.72,28,30618,2.44,14.3,318,0.25,3.57,19,39,0.15,0.35,0.24
"Ship 2","Bulkcarrier",02/20/18 06:00 AM,4,178.72,28,30618,2.51,14.3,314,0.31,3.7,27,32,0.14,0.35,0.23
"Ship 2","Bulkcarrier",02/20/18 07:00 AM,4,178.72,28,30618,2.44,14.3,316,0.28,3.46,25,36,0.15,0.36,0.22
"Ship 2","Bulkcarrier",02/20/18 08:00 AM,4,178.72,28,30618,2.45,14.3,316,0.28,2.91,22,46,0.13,0.33,0.2
"Ship 2","Bulkcarrier",02/20/18 09:00 AM,4,178.72,28,30618,2.42,14.3,312,0.25,2.17,18,52,0.13,0.33,0.2
"Ship 2","Bulkcarrier",02/20/18 10:00 AM,4,178.72,28,30618,2.41,14.3,312,0.19,1.42,15,45,0.13,0.24,0.19
"Ship 2","Bulkcarrier",02/20/18 11:00 AM,4,178.72,28,30618,2.3,14.3,316,0.21,0.87,20,43,0.12,0.27,0.19
"Ship 2","Bulkcarrier",02/20/18 12:00 PM,4,178.72,28,30618,2.34,13.3,319,0.21,0.66,28,30,0.1,0.25,0.17
"Ship 2","Bulkcarrier",02/20/18 01:00 PM,4,178.72,28,30618,2.63,14.3,320,0.18,0.85,35,26,0.12,0.29,0.18
"Ship 2","Bulkcarrier",02/20/18 02:00 PM,4,178.72,28,30618,2.94,14.3,319,0.21,1.34,38,28,0.12,0.33,0.19
"Ship 2","Bulkcarrier",02/20/18 03:00 PM,4,178.72,28,30618,3.13,18.2,323,0.21,2.01,37,32,0.13,0.31,0.19
"Ship 2","Bulkcarrier",02/20/18 04:00 PM,4,178.72,28,30618,3.1,18.2,320,0.28,2.69,31,34,0.13,0.33,0.21
"Ship 2","Bulkcarrier",02/20/18 05:00 PM,4,178.72,28,30618,3.39,16.7,317,0.3,3.2,25,39,0.15,0.42,0.24
"Ship 2","Bulkcarrier",02/20/18 06:00 PM,4,178.72,28,30618,3.73,16.7,316,0.3,3.43,31,32,0.15,0.33,0.23
"Ship 2","Bulkcarrier",02/20/18 07:00 PM,4,178.72,28,30618,3.32,16.7,319,0.32,3.34,35,37,0.16,0.41,0.23
"Ship 2","Bulkcarrier",02/20/18 08:00 PM,4,178.72,28,30618,3.11,16.7,321,0.29,2.93,23,46,0.15,0.38,0.24
"Ship 2","Bulkcarrier",02/20/18 09:00 PM,4,178.72,28,30618,3.41,15.4,312,0.28,2.3,23,46,0.14,0.36,0.23
"Ship 2","Bulkcarrier",02/20/18 10:00 PM,4,178.72,28,30618,3.06,15.4,319,0.3,1.61,27,43,0.12,0.27,0.19
"Ship 2","Bulkcarrier",02/20/18 11:00 PM,4,178.72,28,30618,3.23,16.7,319,0.26,1.06,28,44,0.12,0.3,0.18
"Ship 2","Bulkcarrier",02/21/18 12:00 AM,4,178.72,28,30618,2.96,16.7,318,0.32,0.79,29,40,0.13,0.33,0.2
"Ship 2","Bulkcarrier",02/21/18 01:00 AM,4,178.72,28,30618,2.89,16.7,322,0.27,0.87,35,40,0.13,0.31,0.19
"Ship 2","Bulkcarrier",02/21/18 02:00 AM,4,178.72,28,30618,3.3,16.7,329,0.27,1.27,34,43,0.11,0.25,0.17
"Ship 2","Bulkcarrier",02/21/18 03:00 AM,4,178.72,28,30618,3.08,16.7,335,0.34,1.89,31,48,0.13,0.3,0.2
"Ship 2","Bulkcarrier",02/21/18 04:00 AM,4,178.72,28,30618,3.03,15.4,330,0.28,2.58,32,47,0.15,0.29,0.22
"Ship 2","Bulkcarrier",02/21/18 05:00 AM,4,178.72,28,30618,3.22,15.4,327,0.45,3.17,29,51,0.15,0.33,0.21
"Ship 2","Bulkcarrier",02/21/18 06:00 AM,4,178.72,28,30618,3.42,15.4,328,0.37,3.52,28,50,0.16,0.36,0.25
"Ship 2","Bulkcarrier",02/21/18 07:00 AM,4,178.72,28,30618,3.17,15.4,326,0.29,3.54,30,48,0.16,0.4,0.25
"Ship 2","Bulkcarrier",02/21/18 08:00 AM,4,178.72,28,30618,3.2,15.4,334,0.29,3.24,27,46,0.18,0.33,0.25
"Ship 2","Bulkcarrier",02/21/18 09:00 AM,4,178.72,28,30618,3.22,15.4,330,0.29,2.68,29,49,0.14,0.32,0.21
"Ship 2","Bulkcarrier",02/21/18 10:00 AM,4,178.72,28,30618,3.32,15.4,330,0.27,1.98,44,59,0.12,0.29,0.17
"Ship 2","Bulkcarrier",02/21/18 11:00 AM,4,178.72,28,30618,3.37,14.3,332,0.27,1.34,38,56,0.11,0.25,0.16
"Ship 2","Bulkcarrier",02/21/18 12:00 PM,4,178.72,28,30618,3.26,14.3,333,0.23,0.94,34,47,0.11,0.27,0.16
"Ship 2","Bulkcarrier",02/21/18 01:00 PM,4,178.72,28,30618,3.14,15.4,340,0.29,0.87,37,48,0.09,0.24,0.13
"Ship 2","Bulkcarrier",02/21/18 02:00 PM,4,178.72,28,30618,3.08,15.4,332,0.25,1.14,32,55,0.14,0.27,0.2
"Ship 2","Bulkcarrier",02/21/18 03:00 PM,4,178.72,28,30618,2.92,14.3,339,0.24,1.64,39,48,0.16,0.32,0.23
"Ship 11","Bulkcarrier",02/27/18 01:00 PM,3,158,23,21057,2.22,10,21,0.24,3.6,46,47,0.08,0.15,0.11
"Ship 11","Bulkcarrier",02/27/18 01:59 PM,3,158,23,21057,2.33,9.5,21,0.28,3.57,47,44,0.09,0.22,0.13
"Ship 11","Bulkcarrier",02/27/18 02:59 PM,3,158,23,21057,2.22,10,22,0.24,3.21,46,45,0.12,0.26,0.17
"Ship 11","Bulkcarrier",02/27/18 03:59 PM,3,158,23,21057,2.39,9.5,23,0.2,2.62,45,53,0.12,0.25,0.18
"Ship 11","Bulkcarrier",02/27/18 04:59 PM,3,158,23,21057,2.24,9.5,21,0.14,1.93,43,52,0.1,0.27,0.15
"Ship 11","Bulkcarrier",02/27/18 05:59 PM,3,158,23,21057,2.21,9.5,21,0.15,1.35,45,60,0.1,0.22,0.15
"Ship 11","Bulkcarrier",02/27/18 08:00 PM,5,158,23,21057,2.22,8.7,20,0.14,1.04,44,73,0.08,0.18,0.11
"Ship 11","Bulkcarrier",02/27/18 09:00 PM,5,158,23,21057,2.11,9.5,20,0.11,1.4,40,71,0.05,0.15,0.09
"Ship 11","Bulkcarrier",02/27/18 10:00 PM,5,158,23,21057,2.04,9.1,19,0.1,2.02,40,71,0.08,0.16,0.11
"Ship 11","Bulkcarrier",02/27/18 11:00 PM,5,158,23,21057,1.95,9.5,19,0.1,2.75,33,87,0.09,0.19,0.14
"Ship 11","Bulkcarrier",02/28/18 12:00 AM,5,158,23,21057,1.93,9.5,22,0.1,3.42,37,76,0.07,0.17,0.12
"Ship 11","Bulkcarrier",02/28/18 01:00 AM,5,158,23,21057,1.94,9.1,19,0.1,3.86,30,95,0.08,0.19,0.12
"Ship 11","Bulkcarrier",02/28/18 02:00 AM,5,158,23,21057,1.87,9.1,19,0.11,3.96,33,82,0.09,0.19,0.14
"Ship 11","Bulkcarrier",02/28/18 03:00 AM,5,158,23,21057,2.04,9.1,17,0.11,3.71,33,90,0.08,0.18,0.12
"Ship 11","Bulkcarrier",02/28/18 04:00 AM,5,158,23,21057,1.77,8.3,18,0.1,3.13,25,72,0.06,0.14,0.09
"Ship 11","Bulkcarrier",02/28/18 05:00 AM,5,158,23,21057,1.74,9.1,20,0.09,2.37,27,89,0.06,0.14,0.09
"Ship 11","Bulkcarrier",02/28/18 06:00 AM,5,158,23,21057,1.71,8.7,19,0.08,1.61,23,96,0.07,0.14,0.1
"Ship 11","Bulkcarrier",02/28/18 07:00 AM,5,158,23,21057,1.58,9.1,17,0.08,1.07,17,75,0.06,0.13,0.08
"Ship 11","Bulkcarrier",02/28/18 08:00 AM,5,158,23,21057,1.51,9.5,15,0.07,0.87,22,60,0.06,0.13,0.09
"Ship 11","Bulkcarrier",02/28/18 09:00 AM,5,158,23,21057,1.62,6.7,19,0.08,1.05,28,61,0.06,0.13,0.09
"Ship 11","Bulkcarrier",02/28/18 10:00 AM,5,158,23,21057,1.65,9.1,21,0.08,1.58,25,61,0.06,0.12,0.09
"Ship 11","Bulkcarrier",02/28/18 11:00 AM,5,158,23,21057,1.77,9.1,19,0.08,2.33,21,80,0.07,0.14,0.11
"Ship 11","Bulkcarrier",02/28/18 12:00 PM,5,158,23,21057,1.7,9.5,19,0.09,3.12,17,87,0.08,0.19,0.13
"Ship 11","Bulkcarrier",02/28/18 01:00 PM,5,158,23,21057,1.69,9.1,19,0.09,3.76,19,53,0.09,0.23,0.13
"Ship 11","Bulkcarrier",02/28/18 02:00 PM,5,158,23,21057,1.82,9.5,17,0.1,4.07,21,61,0.1,0.19,0.15
"Ship 11","Bulkcarrier",02/28/18 03:00 PM,5,158,23,21057,1.86,9.1,16,0.09,3.99,18,67,0.08,0.19,0.13
"Ship 11","Bulkcarrier",02/28/18 04:00 PM,5,158,23,21057,1.86,9.5,15,0.1,3.53,11,104,0.07,0.17,0.1
"Ship 11","Bulkcarrier",02/28/18 05:00 PM,5,158,23,21057,1.72,9.1,17,0.09,2.81,9,102,0.06,0.17,0.1
"Ship 11","Bulkcarrier",02/28/18 06:00 PM,5,158,23,21057,1.69,9.5,13,0.09,2,9,84,0.07,0.16,0.1
"Ship 11","Bulkcarrier",02/28/18 07:00 PM,5,158,23,21057,1.62,9.1,12,0.08,1.35,10,107,0.07,0.15,0.11
"Ship 11","Bulkcarrier",02/28/18 08:00 PM,5,158,23,21057,1.67,10,11,0.07,1.04,13,140,0.06,0.17,0.09
"Ship 11","Bulkcarrier",02/28/18 09:00 PM,5,158,23,21057,1.74,8.7,9,0.08,1.14,15,133,0.05,0.18,0.09
"Ship 11","Bulkcarrier",02/28/18 10:00 PM,5,158,23,21057,1.67,8.7,11,0.08,1.62,8,128,0.06,0.14,0.1
"Ship 11","Bulkcarrier",02/28/18 11:00 PM,5,158,23,21057,1.75,10,12,0.1,2.38,5,135,0.07,0.13,0.1
"Ship 11","Bulkcarrier",03/01/18 12:00 AM,5,158,23,21057,1.8,9.1,15,0.09,3.23,4,115,0.07,0.18,0.11
"Ship 11","Bulkcarrier",03/01/18 01:00 AM,5,158,23,21057,1.96,9.1,14,0.1,3.97,7,118,0.08,0.19,0.12
"Ship 11","Bulkcarrier",03/01/18 02:00 AM,5,158,23,21057,1.74,9.5,11,0.11,4.42,6,104,0.09,0.2,0.13
"Ship 11","Bulkcarrier",03/01/18 03:00 AM,5,158,23,21057,1.63,10,7,0.12,4.46,16,72,0.08,0.19,0.13
"Ship 11","Bulkcarrier",03/01/18 04:00 AM,5,158,23,21057,1.91,10,13,0.12,4.09,17,47,0.07,0.18,0.11
"Ship 11","Bulkcarrier",03/01/18 05:00 AM,5,158,23,21057,1.78,10,14,0.1,3.37,16,50,0.07,0.14,0.1
"Ship 11","Bulkcarrier",03/01/18 06:00 AM,5,158,23,21057,1.74,9.5,15,0.1,2.47,10,201,0.07,0.15,0.1
"Ship 11","Bulkcarrier",03/01/18 07:00 AM,5,158,23,21057,1.73,10,14,0.09,1.62,10,144,0.07,0.14,0.1
"Ship 11","Bulkcarrier",03/01/18 08:00 AM,5,158,23,21057,1.8,10,15,0.08,1.05,12,242,0.07,0.13,0.09
"Ship 11","Bulkcarrier",03/01/18 09:00 AM,5,158,23,21057,1.86,9.5,14,0.08,0.89,10,255,0.06,0.17,0.09
"Ship 11","Bulkcarrier",03/01/18 10:00 AM,5,158,23,21057,1.76,9.1,12,0.08,1.19,13,278,0.06,0.14,0.09
"Ship 11","Bulkcarrier",03/01/18 11:00 AM,5,158,23,21057,1.94,9.5,6,0.09,1.84,18,332,0.07,0.18,0.11
"Ship 11","Bulkcarrier",03/01/18 12:00 PM,5,158,23,21057,2.12,9.5,5,0.1,2.69,26,63,0.07,0.15,0.11
"Ship 11","Bulkcarrier",03/01/18 01:00 PM,5,158,23,21057,2.69,9.5,1,0.13,3.54,34,180,0.09,0.25,0.13
"Ship 11","Bulkcarrier",03/01/18 02:00 PM,5,158,23,21057,3.16,10,2,0.14,4.16,34,351,0.1,0.23,0.15
"Ship 11","Bulkcarrier",03/01/18 03:00 PM,5,158,23,21057,3.53,10.5,2,0.19,4.39,36,328,0.1,0.26,0.16
"Ship 11","Bulkcarrier",03/01/18 04:00 PM,5,158,23,21057,3.45,9.5,1,0.19,4.16,32,311,0.1,0.23,0.15
"Ship 11","Bulkcarrier",03/01/18 05:00 PM,5,158,23,21057,3.11,10.5,3,0.17,3.53,32,291,0.09,0.2,0.13
"Ship 11","Bulkcarrier",03/01/18 06:00 PM,5,158,23,21057,3.12,10,2,0.17,2.64,37,273,0.09,0.21,0.14
"Ship 11","Bulkcarrier",03/01/18 07:00 PM,5,158,23,21057,3.07,10.5,354,0.17,1.75,37,257,0.08,0.22,0.12
"Ship 11","Bulkcarrier",03/01/18 08:00 PM,5,158,23,21057,2.97,9.5,349,0.17,1.08,38,262,0.08,0.19,0.12
"Ship 11","Bulkcarrier",03/01/18 09:00 PM,5,158,23,21057,3.12,9.5,342,0.17,0.83,44,275,0.07,0.17,0.11
"Ship 11","Bulkcarrier",03/01/18 10:00 PM,5,158,23,21057,3.52,7.7,336,0.18,1.04,41,300,0.09,0.27,0.14
"Ship 11","Bulkcarrier",03/01/18 11:00 PM,5,158,23,21057,3.22,9.5,339,0.22,1.62,27,262,0.1,0.2,0.15
"Ship 11","Bulkcarrier",03/02/18 12:00 AM,5,158,23,21057,3.11,9.5,346,0.22,2.46,32,230,0.11,0.24,0.16
"Ship 11","Bulkcarrier",03/02/18 01:00 AM,5,158,23,21057,2.97,9.5,349,0.22,3.36,26,228,0.1,0.23,0.15
"Ship 11","Bulkcarrier",03/02/18 02:00 AM,5,158,23,21057,3.06,10,349,0.23,4.09,25,219,0.12,0.23,0.17
"Ship 11","Bulkcarrier",03/02/18 03:00 AM,5,158,23,21057,3.17,9.1,347,0.22,4.47,22,200,0.12,0.24,0.17
"Ship 11","Bulkcarrier",03/02/18 04:00 AM,5,158,23,21057,3.28,10,353,0.2,4.39,20,141,0.1,0.22,0.14
"Ship 11","Bulkcarrier",03/02/18 05:00 AM,5,158,23,21057,3.16,10,354,0.2,3.86,21,136,0.09,0.23,0.14
"Ship 11","Bulkcarrier",03/02/18 06:00 AM,5,158,23,21057,2.67,10,351,0.17,3,19,139,0.09,0.18,0.13
"Ship 11","Bulkcarrier",03/02/18 07:00 AM,5,158,23,21057,2.57,10,351,0.17,2.01,17,139,0.08,0.18,0.12
"Ship 11","Bulkcarrier",03/02/18 08:00 AM,5,158,23,21057,2.57,11.1,356,0.13,1.16,24,144,0.08,0.21,0.11
"Ship 11","Bulkcarrier",03/02/18 09:00 AM,5,158,23,21057,2.68,10.5,357,0.12,0.66,25,136,0.08,0.14,0.11
"Ship 11","Bulkcarrier",03/02/18 10:00 AM,5,158,23,21057,2.32,10,359,0.11,0.65,30,126,0.1,0.21,0.14
"Ship 11","Bulkcarrier",03/02/18 11:00 AM,5,158,23,21057,2.23,11.1,358,0.11,1.11,27,135,0.15,0.3,0.22
"Ship 11","Bulkcarrier",03/02/18 12:00 PM,5,158,23,21057,2.03,10,3,0.11,1.91,35,124,0.16,0.36,0.24
"Ship 11","Bulkcarrier",03/02/18 01:00 PM,5,158,23,21057,1.89,10,5,0.14,2.87,40,141,0.14,0.35,0.21
"Ship 11","Bulkcarrier",03/02/18 02:00 PM,5,158,23,21057,1.68,10,4,0.15,3.75,36,190,0.17,0.32,0.23
"Ship 11","Bulkcarrier",03/02/18 03:00 PM,5,158,23,21057,1.62,10.5,3,0.14,4.33,32,203,0.14,0.36,0.2
"Ship 11","Bulkcarrier",03/02/18 04:00 PM,5,158,23,21057,1.45,10,358,0.13,4.45,32,249,0.1,0.18,0.14
"Ship 34","General cargo",03/12/18 07:00 PM,3,107,18.43,9273,2.92,11.8,324,0.23,1.71,17,215,0.44,1.22,0.68
"Ship 34","General cargo",03/12/18 07:59 PM,3,107,18.43,9273,3.14,11.8,320,0.22,1.9,17,216,0.43,1.13,0.66
"Ship 34","General cargo",03/12/18 08:59 PM,3,107,18.43,9273,3.2,11.1,320,0.24,2.22,27,228,0.42,1.07,0.64
"Ship 34","General cargo",03/12/18 09:59 PM,3,107,18.43,9273,2.88,11.8,316,0.24,2.6,13,182,0.46,0.97,0.64
"Ship 34","General cargo",03/12/18 10:59 PM,3,107,18.43,9273,2.91,11.8,316,0.23,2.96,14,134,0.35,0.78,0.53
"Ship 34","General cargo",03/13/18 12:00 AM,3,107,18.43,9273,3.21,11.8,316,0.22,3.18,18,122,0.36,0.91,0.51
"Ship 34","General cargo",03/13/18 12:59 AM,3,107,18.43,9273,2.88,11.8,319,0.23,3.22,15,118,0.39,0.85,0.54
"Ship 34","General cargo",03/13/18 01:59 AM,3,107,18.43,9273,2.97,11.8,317,0.27,3.07,12,92,0.37,0.86,0.55
"Ship 34","General cargo",03/13/18 02:59 AM,3,107,18.43,9273,2.64,11.1,323,0.19,2.74,16,127,0.4,1.02,0.59
"Ship 34","General cargo",03/13/18 03:59 AM,3,107,18.43,9273,2.93,11.1,329,0.21,2.32,10,123,0.35,0.91,0.53
"Ship 34","General cargo",03/13/18 04:59 AM,3,107,18.43,9273,2.87,11.8,324,0.21,1.92,6,64,0.31,0.76,0.47
"Ship 34","General cargo",03/13/18 05:59 AM,3,107,18.43,9273,2.48,11.8,333,0.19,1.65,9,130,0.3,0.78,0.48
"Ship 34","General cargo",03/13/18 06:59 AM,3,107,18.43,9273,2.52,11.1,327,0.17,1.55,9,142,0.32,0.72,0.47
"Ship 34","General cargo",03/13/18 07:59 AM,3,107,18.43,9273,2.54,11.8,328,0.17,1.65,9,125,0.29,0.68,0.45
"Ship 34","General cargo",03/13/18 08:59 AM,3,107,18.43,9273,2.38,11.8,330,0.16,1.95,7,184,0.32,0.61,0.46
"Ship 34","General cargo",03/13/18 09:59 AM,3,107,18.43,9273,2.2,11.1,332,0.16,2.33,28,228,0.29,0.67,0.43
"Ship 34","General cargo",03/13/18 10:59 AM,3,107,18.43,9273,1.94,11.1,331,0.2,2.73,28,235,0.28,0.61,0.42
"Ship 34","General cargo",03/13/18 11:59 AM,3,107,18.43,9273,2,11.1,334,0.18,3.04,26,242,0.29,0.57,0.41
"Ship 34","General cargo",03/13/18 12:59 PM,3,107,18.43,9273,1.95,11.1,328,0.17,3.18,31,240,0.27,0.65,0.4
"Ship 34","General cargo",03/13/18 01:59 PM,3,107,18.43,9273,1.89,11.1,326,0.17,3.11,37,234,0.27,0.96,0.41
"Ship 34","General cargo",03/13/18 02:59 PM,3,107,18.43,9273,1.73,10,325,0.18,2.85,36,215,0.25,0.53,0.36
"Ship 12","General cargo",04/04/18 02:00 PM,3,89.92,12.5,4066,3.05,15.4,310,0.28,1.95,28,277,0.31,0.95,0.48
"Ship 12","General cargo",04/04/18 03:00 PM,3,89.92,12.5,4066,3.41,15.4,309,0.31,2.61,26,278,0.34,0.76,0.47
"Ship 12","General cargo",04/04/18 04:00 PM,3,89.92,12.5,4066,3.32,15.4,308,0.32,3.23,25,278,0.36,0.9,0.55
"Ship 12","General cargo",04/04/18 05:00 PM,3,89.92,12.5,4066,2.9,14.3,309,0.29,3.63,25,280,0.37,1.08,0.57
"Ship 12","General cargo",04/04/18 06:00 PM,3,89.92,12.5,4066,3.27,14.3,309,0.31,3.74,20,284,0.39,0.9,0.59
"Ship 12","General cargo",04/04/18 07:00 PM,3,89.92,12.5,4066,3.03,14.3,312,0.33,3.5,15,266,0.45,1.15,0.7
"Ship 12","General cargo",04/04/18 08:00 PM,3,89.92,12.5,4066,3.06,14.3,312,0.32,2.98,13,240,0.33,0.98,0.51
"Ship 12","General cargo",04/04/18 09:00 PM,3,89.92,12.5,4066,3.03,14.3,311,0.29,2.3,16,194,0.32,0.85,0.5
"Ship 12","General cargo",04/04/18 10:00 PM,3,89.92,12.5,4066,3.05,14.3,313,0.28,1.61,14,152,0.29,0.66,0.44
"Ship 12","General cargo",04/04/18 11:00 PM,3,89.92,12.5,4066,3.02,14.3,311,0.25,1.13,11,147,0.3,0.84,0.47
"Ship 12","General cargo",04/05/18 12:00 AM,3,89.92,12.5,4066,3.16,14.3,309,0.21,0.98,9,160,0.31,0.78,0.49
"Ship 12","General cargo",04/05/18 01:00 AM,3,89.92,12.5,4066,3.03,13.3,309,0.2,1.18,11,140,0.33,0.75,0.49
"Ship 12","General cargo",04/05/18 02:00 AM,3,89.92,12.5,4066,3.12,13.3,313,0.25,1.65,11,111,0.32,0.75,0.49
"Ship 12","General cargo",04/05/18 03:00 AM,3,89.92,12.5,4066,2.96,12.8,316,0.25,2.28,8,137,0.31,0.88,0.48
"Ship 12","General cargo",04/05/18 04:00 AM,3,89.92,12.5,4066,2.88,12.8,317,0.29,2.9,8,158,0.34,0.94,0.52
"Ship 12","General cargo",04/05/18 05:00 AM,3,89.92,12.5,4066,2.81,12.8,317,0.27,3.36,5,135,0.35,0.92,0.52
"Ship 12","General cargo",04/05/18 06:00 AM,3,89.92,12.5,4066,2.73,12.8,318,0.4,3.55,16,172,0.25,0.64,0.39
"Ship 12","General cargo",04/05/18 07:00 AM,3,89.92,12.5,4066,2.65,12.8,318,0.34,3.43,25,197,0.24,0.59,0.35
"Ship 12","General cargo",04/05/18 08:00 AM,3,89.92,12.5,4066,2.58,12.8,319,0.29,3.06,21,195,0.35,0.83,0.48
"Ship 12","General cargo",04/05/18 09:00 AM,3,89.92,12.5,4066,2.49,12.8,319,0.25,2.49,25,201,0.47,1.06,0.65
"Ship 12","General cargo",04/05/18 10:00 AM,3,89.92,12.5,4066,2.4,12.5,316,0.26,1.87,28,208,0.27,0.67,0.39
"Ship 18","General cargo",01/29/19 12:00 PM,5,87.92,12.8,3782,3.78,8.3,320,0.27,2.87,36,285,0.3,0.88,0.46
"Ship 18","General cargo",01/29/19 01:00 PM,5,87.92,12.8,3782,3.71,9.1,322,0.26,2.47,31,293,0.31,0.71,0.48
"Ship 18","General cargo",01/29/19 02:00 PM,5,87.92,12.8,3782,4.01,8.7,324,0.22,2.03,29,294,0.32,0.67,0.44
"Ship 18","General cargo",01/29/19 03:00 PM,5,87.92,12.8,3782,4.08,10,328,0.25,1.65,27,294,0.32,0.75,0.47
"Ship 18","General cargo",01/29/19 04:00 PM,5,87.92,12.8,3782,3.85,10.5,328,0.23,1.43,25,308,0.28,0.62,0.41
"Ship 18","General cargo",01/29/19 05:00 PM,5,87.92,12.8,3782,4.39,10.5,327,0.26,1.41,28,310,0.33,0.6,0.45
"Ship 18","General cargo",01/29/19 06:00 PM,5,87.92,12.8,3782,4.24,10.5,331,0.21,1.59,24,309,0.3,0.71,0.42
"Ship 18","General cargo",01/29/19 07:00 PM,5,87.92,12.8,3782,3.79,11.1,326,0.26,1.92,21,304,0.31,0.76,0.47
"Ship 18","General cargo",01/29/19 08:00 PM,5,87.92,12.8,3782,4.32,11.8,331,0.26,2.32,16,291,0.3,0.71,0.45
"Ship 18","General cargo",01/29/19 09:00 PM,5,87.92,12.8,3782,4.11,11.8,335,0.29,2.71,20,302,0.34,0.84,0.48
"Ship 18","General cargo",01/29/19 10:00 PM,5,87.92,12.8,3782,4.23,12.5,332,0.3,2.98,22,293,0.27,0.55,0.39
"Ship 18","General cargo",01/29/19 11:00 PM,5,87.92,12.8,3782,4.28,11.1,337,0.33,3.08,20,277,0.24,0.53,0.36
"Ship 18","General cargo",01/30/19 12:00 AM,5,87.92,12.8,3782,4.02,11.8,334,0.31,2.97,23,222,0.25,0.62,0.37
"Ship 18","General cargo",01/30/19 01:00 AM,5,87.92,12.8,3782,4.53,11.8,334,0.26,2.67,26,192,0.25,0.58,0.37
"Ship 18","General cargo",01/30/19 02:00 AM,5,87.92,12.8,3782,4.39,12.5,332,0.29,2.26,26,192,0.23,0.53,0.35
"Ship 18","General cargo",01/30/19 03:00 AM,5,87.92,12.8,3782,4.11,11.1,338,0.25,1.86,8,271,0.24,0.48,0.35
"Ship 18","General cargo",01/30/19 04:00 AM,5,87.92,12.8,3782,4.65,11.8,330,0.26,1.57,32,194,0.22,0.56,0.34
"Ship 18","General cargo",01/30/19 05:00 AM,5,87.92,12.8,3782,4.49,11.1,331,0.25,1.46,32,195,0.25,0.69,0.38
"Ship 18","General cargo",01/30/19 06:00 AM,5,87.92,12.8,3782,4.91,11.1,332,0.25,1.55,32,196,0.23,0.54,0.35
"Ship 18","General cargo",01/30/19 07:00 AM,5,87.92,12.8,3782,5,15.4,330,0.24,1.81,31,194,0.24,0.58,0.35
"Ship 18","General cargo",01/30/19 08:00 AM,5,87.92,12.8,3782,4.49,14.3,329,0.32,2.18,26,191,0.25,0.59,0.37
"Ship 18","General cargo",01/30/19 09:00 AM,5,87.92,12.8,3782,4.67,16.7,331,0.31,2.57,32,194,0.25,0.51,0.36
"Ship 18","General cargo",01/30/19 10:00 AM,5,87.92,12.8,3782,4.86,16.7,329,0.35,2.9,56,191,0.23,0.66,0.33
"Ship 18","General cargo",01/30/19 11:00 AM,5,87.92,12.8,3782,4.49,16.7,328,0.38,3.09,54,185,0.23,0.63,0.34
"Ship 18","General cargo",01/30/19 12:00 PM,5,87.92,12.8,3782,4.48,16.7,328,0.34,3.12,56,188,0.33,0.72,0.49
"Ship 32","General cargo",02/18/19 05:00 PM,4,145.63,18.29,10758,3.77,15.4,307,0.36,2.64,12,327,0.25,0.6,0.39
"Ship 32","General cargo",02/18/19 06:00 PM,4,145.63,18.29,10758,4.2,16.7,311,0.36,1.79,12,336,0.24,0.46,0.34
"Ship 32","General cargo",02/18/19 07:00 PM,4,145.63,18.29,10758,3.93,15.4,306,0.33,1.06,14,343,0.21,0.47,0.3
"Ship 32","General cargo",02/18/19 08:00 PM,4,145.63,18.29,10758,3.4,15.4,310,0.33,0.67,11,341,0.22,0.47,0.31
"Ship 32","General cargo",02/18/19 09:00 PM,4,145.63,18.29,10758,3.4,15.4,310,0.29,0.68,12,339,0.19,0.5,0.29
"Ship 32","General cargo",02/18/19 10:00 PM,4,145.63,18.29,10758,3.47,15.4,311,0.29,1.09,12,187,0.21,0.51,0.3
"Ship 32","General cargo",02/18/19 11:00 PM,4,145.63,18.29,10758,3.71,15.4,308,0.29,1.81,11,140,0.22,0.54,0.33
"Ship 32","General cargo",02/19/19 12:00 AM,4,145.63,18.29,10758,3.55,15.4,309,0.41,2.67,11,130,0.25,0.54,0.36
"Ship 32","General cargo",02/19/19 01:00 AM,4,145.63,18.29,10758,4.19,15.4,314,0.41,3.45,12,124,0.25,0.54,0.37
"Ship 32","General cargo",02/19/19 02:00 AM,4,145.63,18.29,10758,3.84,15.4,313,0.36,3.96,13,124,0.3,0.73,0.45
"Ship 32","General cargo",02/19/19 03:00 AM,4,145.63,18.29,10758,4.55,15.4,316,0.4,4.08,14,121,0.29,0.76,0.45
"Ship 32","General cargo",02/19/19 04:00 AM,4,145.63,18.29,10758,4.71,15.4,318,0.42,3.76,15,132,0.34,0.84,0.49
"Ship 32","General cargo",02/19/19 05:00 AM,4,145.63,18.29,10758,4.25,15.4,319,0.38,3.06,14,118,0.25,0.66,0.39
"Ship 32","General cargo",02/19/19 06:00 AM,4,145.63,18.29,10758,4.66,15.4,318,0.27,2.13,16,128,0.23,0.5,0.34
"Ship 32","General cargo",02/19/19 07:00 AM,4,145.63,18.29,10758,4.28,14.3,321,0.39,1.22,15,122,0.18,0.38,0.26
